id,name,brand,category,description,price,stock_quantity,location_info,coordinates_3d
PRD-082E0CF1,ฟิล์มกระจกกันรอย สีขาว,Focus,ไฟฟ้า/มือถือ,ทำมือถือตกบ่อย กลัวหน้าจอแตก เปลี่ยนฟิล์มใหม่อุ่นใจกว่า,283.81,27,"{""zone"": ""D"", ""section"": ""4"", ""shelf"": ""6"", ""shelf_level"": ""2""}","{""x"": 71.5, ""y"": 1.3, ""z"": 12.0}"
PRD-7A23013D,เคสมือถือใสกันกระแทก,Spigen,ไฟฟ้า/มือถือ,อยากโชว์สีเครื่องมือถือสวยๆ แต่ก็อยากให้กันกระแทกได้ดีเวลาทำตก,591.88,7,"{""zone"": ""D"", ""section"": ""4"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 63.5, ""y"": 0.5, ""z"": 12.0}"
PRD-D2A0CDBE,เคสมือถือใสกันกระแทก รุ่นโปร,Spigen,ไฟฟ้า/มือถือ,อยากโชว์สีเครื่องมือถือสวยๆ แต่ก็อยากให้กันกระแทกได้ดีเวลาทำตก,895.52,35,"{""zone"": ""D"", ""section"": ""4"", ""shelf"": ""5"", ""shelf_level"": ""2""}","{""x"": 74.0, ""y"": 1.3, ""z"": 12.0}"
PRD-AECF7AAB,เคสมือถือใสกันกระแทก สีดำ,Spigen,ไฟฟ้า/มือถือ,อยากโชว์สีเครื่องมือถือสวยๆ แต่ก็อยากให้กันกระแทกได้ดีเวลาทำตก,410.08,41,"{""zone"": ""D"", ""section"": ""4"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 63.5, ""y"": 0.5, ""z"": 12.0}"
PRD-7112C01A,เคสมือถือใสกันกระแทก สีขาว,Spigen,ไฟฟ้า/มือถือ,อยากโชว์สีเครื่องมือถือสวยๆ แต่ก็อยากให้กันกระแทกได้ดีเวลาทำตก,620.88,47,"{""zone"": ""D"", ""section"": ""4"", ""shelf"": ""3"", ""shelf_level"": ""3""}","{""x"": 66.0, ""y"": 2.1, ""z"": 12.0}"
PRD-97CC92D1,เคสมือถือใสกันกระแทก สีดำ,Spigen,ไฟฟ้า/มือถือ,อยากโชว์สีเครื่องมือถือสวยๆ แต่ก็อยากให้กันกระแทกได้ดีเวลาทำตก,521.28,18,"{""zone"": ""D"", ""section"": ""4"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 63.5, ""y"": 0.5, ""z"": 12.0}"
PRD-D3AF1DEF,พัดลมตั้งโต๊ะ,Hatari,ไฟฟ้า/บ้าน,อากาศร้อนอบอ้าว แอร์เสียหรือไม่อยากเปิดแอร์เปลืองไฟ อยากได้ลมเย็นๆ,674.82,2,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""3"", ""shelf_level"": ""3""}","{""x"": 66.0, ""y"": 2.1, ""z"": 15.0}"
PRD-97FFD937,พัดลมตั้งโต๊ะ สีดำ,Hatari,ไฟฟ้า/บ้าน,อากาศร้อนอบอ้าว แอร์เสียหรือไม่อยากเปิดแอร์เปลืองไฟ อยากได้ลมเย็นๆ,1025.85,6,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""5"", ""shelf_level"": ""3""}","{""x"": 74.0, ""y"": 2.1, ""z"": 15.0}"
PRD-3338E1B0,พัดลมตั้งโต๊ะ สีขาว,Hatari,ไฟฟ้า/บ้าน,อากาศร้อนอบอ้าว แอร์เสียหรือไม่อยากเปิดแอร์เปลืองไฟ อยากได้ลมเย็นๆ,578.87,29,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""4"", ""shelf_level"": ""3""}","{""x"": 76.5, ""y"": 2.1, ""z"": 15.0}"
PRD-2E300DB4,เตารีดไอน้ำ,Philips,ไฟฟ้า/บ้าน,เสื้อผ้ายับมาก รีดแบบธรรมดาไม่เรียบ ต้องใช้ไอน้ำช่วยให้ผ้าเรียบกริบ,1277.01,38,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 63.5, ""y"": 0.5, ""z"": 15.0}"
PRD-B6DC9B6E,เตารีดไอน้ำ รุ่นโปร,Philips,ไฟฟ้า/บ้าน,เสื้อผ้ายับมาก รีดแบบธรรมดาไม่เรียบ ต้องใช้ไอน้ำช่วยให้ผ้าเรียบกริบ,2475.59,30,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""5"", ""shelf_level"": ""3""}","{""x"": 74.0, ""y"": 2.1, ""z"": 15.0}"
PRD-AE9190AB,เตารีดไอน้ำ รุ่นมาตรฐาน,Philips,ไฟฟ้า/บ้าน,เสื้อผ้ายับมาก รีดแบบธรรมดาไม่เรียบ ต้องใช้ไอน้ำช่วยให้ผ้าเรียบกริบ,1562.35,7,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""3"", ""shelf_level"": ""3""}","{""x"": 66.0, ""y"": 2.1, ""z"": 15.0}"
PRD-5AFC8CF8,เครื่องดูดฝุ่นไร้สาย,Dyson,ไฟฟ้า/บ้าน,ฝุ่นเยอะ เส้นผมเต็มพื้น ขี้เกียจกวาดบ้าน อยากดูดปรู๊ดเดียวสะอาดเลย,15299.72,24,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 63.5, ""y"": 0.5, ""z"": 15.0}"
PRD-A5B17B28,เครื่องดูดฝุ่นไร้สาย สีขาว,Dyson,ไฟฟ้า/บ้าน,ฝุ่นเยอะ เส้นผมเต็มพื้น ขี้เกียจกวาดบ้าน อยากดูดปรู๊ดเดียวสะอาดเลย,16630.17,47,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 63.5, ""y"": 0.5, ""z"": 15.0}"
PRD-43001373,เครื่องดูดฝุ่นไร้สาย สีขาว,Dyson,ไฟฟ้า/บ้าน,ฝุ่นเยอะ เส้นผมเต็มพื้น ขี้เกียจกวาดบ้าน อยากดูดปรู๊ดเดียวสะอาดเลย,14859.2,5,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 61.0, ""y"": 0.5, ""z"": 15.0}"
PRD-4371AD36,ปลั๊กพ่วง 3 ตา,Toshino,ไฟฟ้า/บ้าน,ช่องเสียบปลั๊กไม่พอ มีเครื่องใช้ไฟฟ้าหลายชิ้นต้องเสียบพร้อมกัน,474.24,47,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""1"", ""shelf_level"": ""3""}","{""x"": 61.0, ""y"": 2.1, ""z"": 15.0}"
PRD-62183B02,ปลั๊กพ่วง 3 ตา รุ่นโปร,Toshino,ไฟฟ้า/บ้าน,ช่องเสียบปลั๊กไม่พอ มีเครื่องใช้ไฟฟ้าหลายชิ้นต้องเสียบพร้อมกัน,676.4,50,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""4"", ""shelf_level"": ""3""}","{""x"": 76.5, ""y"": 2.1, ""z"": 15.0}"
PRD-D715D25F,ปลั๊กพ่วง 3 ตา รุ่นมาตรฐาน,Toshino,ไฟฟ้า/บ้าน,ช่องเสียบปลั๊กไม่พอ มีเครื่องใช้ไฟฟ้าหลายชิ้นต้องเสียบพร้อมกัน,310.87,8,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 61.0, ""y"": 0.5, ""z"": 15.0}"
PRD-C871DDD5,ปลั๊กพ่วง 3 ตา สีขาว,Toshino,ไฟฟ้า/บ้าน,ช่องเสียบปลั๊กไม่พอ มีเครื่องใช้ไฟฟ้าหลายชิ้นต้องเสียบพร้อมกัน,321.88,6,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""3"", ""shelf_level"": ""2""}","{""x"": 66.0, ""y"": 1.3, ""z"": 15.0}"
PRD-7986C455,หลอดไฟ LED,Philips,ไฟฟ้า/บ้าน,ไฟในห้องขาด มืดตึ้บ มองอะไรไม่เห็น ต้องรีบเปลี่ยนด่วน,105.44,28,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""3"", ""shelf_level"": ""1""}","{""x"": 66.0, ""y"": 0.5, ""z"": 15.0}"
PRD-F839636E,หลอดไฟ LED สีดำ,Philips,ไฟฟ้า/บ้าน,ไฟในห้องขาด มืดตึ้บ มองอะไรไม่เห็น ต้องรีบเปลี่ยนด่วน,133.12,17,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""6"", ""shelf_level"": ""2""}","{""x"": 71.5, ""y"": 1.3, ""z"": 15.0}"
PRD-2E30759D,หลอดไฟ LED รุ่นโปร,Philips,ไฟฟ้า/บ้าน,ไฟในห้องขาด มืดตึ้บ มองอะไรไม่เห็น ต้องรีบเปลี่ยนด่วน,182.37,42,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""3"", ""shelf_level"": ""3""}","{""x"": 66.0, ""y"": 2.1, ""z"": 15.0}"
PRD-B5A25724,หลอดไฟ LED รุ่นโปร,Philips,ไฟฟ้า/บ้าน,ไฟในห้องขาด มืดตึ้บ มองอะไรไม่เห็น ต้องรีบเปลี่ยนด่วน,185.85,30,"{""zone"": ""D"", ""section"": ""5"", ""shelf"": ""1"", ""shelf_level"": ""2""}","{""x"": 61.0, ""y"": 1.3, ""z"": 15.0}"
PRD-3CD9DEC3,พาราเซตามอล,ไทลินอล,ยา/แก้ปวด,ปวดหัว ตัวร้อน รู้สึกเหมือนจะเป็นไข้ ไม่ค่อยสบายตัว,17.7,33,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""4"", ""shelf_level"": ""2""}","{""x"": 96.5, ""y"": 1.3, ""z"": 3.0}"
PRD-468B0B0A,พาราเซตามอล แบบขวด,ไทลินอล,ยา/แก้ปวด,ปวดหัว ตัวร้อน รู้สึกเหมือนจะเป็นไข้ ไม่ค่อยสบายตัว,17.77,6,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""6"", ""shelf_level"": ""3""}","{""x"": 91.5, ""y"": 2.1, ""z"": 3.0}"
PRD-D64F68EA,พาราเซตามอล แบบขวด,ไทลินอล,ยา/แก้ปวด,ปวดหัว ตัวร้อน รู้สึกเหมือนจะเป็นไข้ ไม่ค่อยสบายตัว,17.97,21,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 81.0, ""y"": 0.5, ""z"": 3.0}"
PRD-DD82F3CC,พาราเซตามอล ขนาดเล็ก,ไทลินอล,ยา/แก้ปวด,ปวดหัว ตัวร้อน รู้สึกเหมือนจะเป็นไข้ ไม่ค่อยสบายตัว,11.37,13,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""5"", ""shelf_level"": ""1""}","{""x"": 94.0, ""y"": 0.5, ""z"": 3.0}"
PRD-5D7DBD97,พาราเซตามอล แบบขวด,ไทลินอล,ยา/แก้ปวด,ปวดหัว ตัวร้อน รู้สึกเหมือนจะเป็นไข้ ไม่ค่อยสบายตัว,13.56,45,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""3"", ""shelf_level"": ""2""}","{""x"": 86.0, ""y"": 1.3, ""z"": 3.0}"
PRD-0919519B,ยาแก้ปวดประจำเดือน,พอนสแตน,ยา/แก้ปวด,ปวดท้องเมนส์หนักมาก ปวดบิดๆ ทรมานจนทำอะไรไม่ได้,94.83,35,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 83.5, ""y"": 0.5, ""z"": 3.0}"
PRD-D5D13502,ยาแก้ปวดประจำเดือน แบบแผง,พอนสแตน,ยา/แก้ปวด,ปวดท้องเมนส์หนักมาก ปวดบิดๆ ทรมานจนทำอะไรไม่ได้,75.6,3,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""3"", ""shelf_level"": ""1""}","{""x"": 86.0, ""y"": 0.5, ""z"": 3.0}"
PRD-604A129F,ยาแก้ปวดประจำเดือน แบบแผง,พอนสแตน,ยา/แก้ปวด,ปวดท้องเมนส์หนักมาก ปวดบิดๆ ทรมานจนทำอะไรไม่ได้,94.59,9,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""4"", ""shelf_level"": ""1""}","{""x"": 96.5, ""y"": 0.5, ""z"": 3.0}"
PRD-1F44E4F9,ยาแก้ปวดประจำเดือน แบบขวด,พอนสแตน,ยา/แก้ปวด,ปวดท้องเมนส์หนักมาก ปวดบิดๆ ทรมานจนทำอะไรไม่ได้,67.99,44,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""3"", ""shelf_level"": ""2""}","{""x"": 86.0, ""y"": 1.3, ""z"": 3.0}"
PRD-09461654,เจลทาแก้ปวดเมื่อย,เคาน์เตอร์เพน,ยา/แก้ปวด,ปวดเมื่อยกล้ามเนื้อจากการออกกำลังกาย หรือนั่งทำงานนานๆ ออฟฟิศซินโดรม,107.47,20,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""5"", ""shelf_level"": ""2""}","{""x"": 94.0, ""y"": 1.3, ""z"": 3.0}"
PRD-CD778439,เจลทาแก้ปวดเมื่อย แบบขวด,เคาน์เตอร์เพน,ยา/แก้ปวด,ปวดเมื่อยกล้ามเนื้อจากการออกกำลังกาย หรือนั่งทำงานนานๆ ออฟฟิศซินโดรม,88.46,12,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""5"", ""shelf_level"": ""2""}","{""x"": 94.0, ""y"": 1.3, ""z"": 3.0}"
PRD-B83FC10E,เจลทาแก้ปวดเมื่อย แบบแผง,เคาน์เตอร์เพน,ยา/แก้ปวด,ปวดเมื่อยกล้ามเนื้อจากการออกกำลังกาย หรือนั่งทำงานนานๆ ออฟฟิศซินโดรม,114.8,23,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""4"", ""shelf_level"": ""2""}","{""x"": 96.5, ""y"": 1.3, ""z"": 3.0}"
PRD-AF45A6CD,แผ่นแปะแก้ปวด,ซาลอนพาส,ยา/แก้ปวด,ปวดหลัง ปวดไหล่ อยากได้แผ่นแปะเย็นๆ ให้คลายปวด,37.49,50,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""1"", ""shelf_level"": ""3""}","{""x"": 81.0, ""y"": 2.1, ""z"": 3.0}"
PRD-4FBE32F7,แผ่นแปะแก้ปวด แบบแผง,ซาลอนพาส,ยา/แก้ปวด,ปวดหลัง ปวดไหล่ อยากได้แผ่นแปะเย็นๆ ให้คลายปวด,60.43,4,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 83.5, ""y"": 0.5, ""z"": 3.0}"
PRD-413C1F17,แผ่นแปะแก้ปวด ขนาดเล็ก,ซาลอนพาส,ยา/แก้ปวด,ปวดหลัง ปวดไหล่ อยากได้แผ่นแปะเย็นๆ ให้คลายปวด,28.24,36,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 83.5, ""y"": 0.5, ""z"": 3.0}"
PRD-D85898BD,ยาคลายกล้ามเนื้อ,นอร์จีสิค,ยา/แก้ปวด,กล้ามเนื้ออักเสบ ตึงคอบ่าไหล่ขั้นสุด ทานยาลดอาการเกร็ง,74.39,27,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""5"", ""shelf_level"": ""3""}","{""x"": 94.0, ""y"": 2.1, ""z"": 3.0}"
PRD-2C071899,ยาคลายกล้ามเนื้อ แบบแผง,นอร์จีสิค,ยา/แก้ปวด,กล้ามเนื้ออักเสบ ตึงคอบ่าไหล่ขั้นสุด ทานยาลดอาการเกร็ง,67.02,48,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""3"", ""shelf_level"": ""1""}","{""x"": 86.0, ""y"": 0.5, ""z"": 3.0}"
PRD-BD28F216,ยาคลายกล้ามเนื้อ ขนาดเล็ก,นอร์จีสิค,ยา/แก้ปวด,กล้ามเนื้ออักเสบ ตึงคอบ่าไหล่ขั้นสุด ทานยาลดอาการเกร็ง,31.71,6,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""5"", ""shelf_level"": ""2""}","{""x"": 94.0, ""y"": 1.3, ""z"": 3.0}"
PRD-AB818941,ยาคลายกล้ามเนื้อ แบบแผง,นอร์จีสิค,ยา/แก้ปวด,กล้ามเนื้ออักเสบ ตึงคอบ่าไหล่ขั้นสุด ทานยาลดอาการเกร็ง,40.18,12,"{""zone"": ""E"", ""section"": ""1"", ""shelf"": ""5"", ""shelf_level"": ""3""}","{""x"": 94.0, ""y"": 2.1, ""z"": 3.0}"
PRD-DFAF019C,ยาแก้แพ้อากาศ,ซีพีเอ็ม (CPM),ยา/แก้หวัด,น้ำมูกไหล จามบ่อย แพ้อากาศ แพ้ฝุ่น คันจมูกยิบๆ,26.65,20,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""6"", ""shelf_level"": ""2""}","{""x"": 91.5, ""y"": 1.3, ""z"": 6.0}"
PRD-930967D5,ยาแก้แพ้อากาศ ขนาดเล็ก,ซีพีเอ็ม (CPM),ยา/แก้หวัด,น้ำมูกไหล จามบ่อย แพ้อากาศ แพ้ฝุ่น คันจมูกยิบๆ,13.92,28,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""1"", ""shelf_level"": ""2""}","{""x"": 81.0, ""y"": 1.3, ""z"": 6.0}"
PRD-2612DF0B,ยาแก้แพ้อากาศ แบบแผง,ซีพีเอ็ม (CPM),ยา/แก้หวัด,น้ำมูกไหล จามบ่อย แพ้อากาศ แพ้ฝุ่น คันจมูกยิบๆ,23.59,30,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 81.0, ""y"": 0.5, ""z"": 6.0}"
PRD-98D3D70E,ยาแก้แพ้อากาศ แบบแผง,ซีพีเอ็ม (CPM),ยา/แก้หวัด,น้ำมูกไหล จามบ่อย แพ้อากาศ แพ้ฝุ่น คันจมูกยิบๆ,21.2,21,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""3"", ""shelf_level"": ""3""}","{""x"": 86.0, ""y"": 2.1, ""z"": 6.0}"
PRD-BB9DE419,ยาแก้ไอ ขับเสมหะ,ไบโซลวอน,ยา/แก้หวัด,ไอค่อกแค่ก มีเสมหะติดคอ รำคาญ ระคายคอ,68.64,0,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""4"", ""shelf_level"": ""2""}","{""x"": 96.5, ""y"": 1.3, ""z"": 6.0}"
PRD-891FD34D,ยาแก้ไอ ขับเสมหะ ขนาดเล็ก,ไบโซลวอน,ยา/แก้หวัด,ไอค่อกแค่ก มีเสมหะติดคอ รำคาญ ระคายคอ,34.27,20,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""1"", ""shelf_level"": ""3""}","{""x"": 81.0, ""y"": 2.1, ""z"": 6.0}"
PRD-901F02AD,ยาแก้ไอ ขับเสมหะ แบบแผง,ไบโซลวอน,ยา/แก้หวัด,ไอค่อกแค่ก มีเสมหะติดคอ รำคาญ ระคายคอ,62.97,5,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 83.5, ""y"": 0.5, ""z"": 6.0}"
PRD-963B6B16,ยาแก้ไอ ขับเสมหะ แบบขวด,ไบโซลวอน,ยา/แก้หวัด,ไอค่อกแค่ก มีเสมหะติดคอ รำคาญ ระคายคอ,50.72,44,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 81.0, ""y"": 0.5, ""z"": 6.0}"
PRD-5E12EE0E,ยาแก้ไอ ขับเสมหะ แบบขวด,ไบโซลวอน,ยา/แก้หวัด,ไอค่อกแค่ก มีเสมหะติดคอ รำคาญ ระคายคอ,74.91,25,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""4"", ""shelf_level"": ""3""}","{""x"": 96.5, ""y"": 2.1, ""z"": 6.0}"
PRD-118909D5,ยาอมแก้เจ็บคอ,สเตร็ปซิล,ยา/แก้หวัด,คอแห้ง เจ็บคอ กลืนน้ำลายแล้วเจ็บจี๊ดๆ อยากอมให้ชุ่มคอ,51.13,38,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""2"", ""shelf_level"": ""3""}","{""x"": 83.5, ""y"": 2.1, ""z"": 6.0}"
PRD-D67AE844,ยาอมแก้เจ็บคอ แบบแผง,สเตร็ปซิล,ยา/แก้หวัด,คอแห้ง เจ็บคอ กลืนน้ำลายแล้วเจ็บจี๊ดๆ อยากอมให้ชุ่มคอ,33.52,27,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 83.5, ""y"": 0.5, ""z"": 6.0}"
PRD-17232B45,ยาอมแก้เจ็บคอ ขนาดเล็ก,สเตร็ปซิล,ยา/แก้หวัด,คอแห้ง เจ็บคอ กลืนน้ำลายแล้วเจ็บจี๊ดๆ อยากอมให้ชุ่มคอ,28.08,44,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""5"", ""shelf_level"": ""1""}","{""x"": 94.0, ""y"": 0.5, ""z"": 6.0}"
PRD-CE08E126,ยาดม,โป๊ยเซียน,ยา/แก้หวัด,เวียนหัว หน้ามืด คลื่นไส้ อยากดมอะไรให้ชื่นใจ จมูกโล่ง,25.81,27,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""4"", ""shelf_level"": ""3""}","{""x"": 96.5, ""y"": 2.1, ""z"": 6.0}"
PRD-267DD399,ยาดม ขนาดเล็ก,โป๊ยเซียน,ยา/แก้หวัด,เวียนหัว หน้ามืด คลื่นไส้ อยากดมอะไรให้ชื่นใจ จมูกโล่ง,20.06,47,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""6"", ""shelf_level"": ""2""}","{""x"": 91.5, ""y"": 1.3, ""z"": 6.0}"
PRD-535EF959,ยาดม แบบขวด,โป๊ยเซียน,ยา/แก้หวัด,เวียนหัว หน้ามืด คลื่นไส้ อยากดมอะไรให้ชื่นใจ จมูกโล่ง,30.45,21,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""6"", ""shelf_level"": ""1""}","{""x"": 91.5, ""y"": 0.5, ""z"": 6.0}"
PRD-87BDDC76,ยาดม แบบแผง,โป๊ยเซียน,ยา/แก้หวัด,เวียนหัว หน้ามืด คลื่นไส้ อยากดมอะไรให้ชื่นใจ จมูกโล่ง,34.52,34,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""1"", ""shelf_level"": ""3""}","{""x"": 81.0, ""y"": 2.1, ""z"": 6.0}"
PRD-3E9E3F7B,สเปรย์พ่นคอ,คามิลโลซาน,ยา/แก้หวัด,เจ็บคอมาก เสียงแหบ อักเสบ พ่นให้เย็นและชาเพื่อลดอาการ,168.16,29,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""2"", ""shelf_level"": ""2""}","{""x"": 83.5, ""y"": 1.3, ""z"": 6.0}"
PRD-33DD974C,สเปรย์พ่นคอ แบบขวด,คามิลโลซาน,ยา/แก้หวัด,เจ็บคอมาก เสียงแหบ อักเสบ พ่นให้เย็นและชาเพื่อลดอาการ,149.99,32,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""3"", ""shelf_level"": ""2""}","{""x"": 86.0, ""y"": 1.3, ""z"": 6.0}"
PRD-DB6BB216,สเปรย์พ่นคอ แบบแผง,คามิลโลซาน,ยา/แก้หวัด,เจ็บคอมาก เสียงแหบ อักเสบ พ่นให้เย็นและชาเพื่อลดอาการ,174.87,0,"{""zone"": ""E"", ""section"": ""2"", ""shelf"": ""5"", ""shelf_level"": ""1""}","{""x"": 94.0, ""y"": 0.5, ""z"": 6.0}"
PRD-4D4638AE,ยาธาตุน้ำขาว,ตรากระต่ายบิน,ยา/ทางเดินอาหาร,ปวดท้อง ท้องเสีย ถ่ายเหลว จุกเสียด แน่นท้อง,57.29,38,"{""zone"": ""E"", ""section"": ""3"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 81.0, ""y"": 0.5, ""z"": 9.0}"
PRD-0D2025B0,ยาธาตุน้ำขาว รสชาติใหม่,ตรากระต่ายบิน,ยา/ทางเดินอาหาร,ปวดท้อง ท้องเสีย ถ่ายเหลว จุกเสียด แน่นท้อง,60.84,33,"{""zone"": ""E"", ""section"": ""3"", ""shelf"": ""4"", ""shelf_level"": ""2""}","{""x"": 96.5, ""y"": 1.3, ""z"": 9.0}"
PRD-B6B7BD36,ยาธาตุน้ำขาว รสชาติใหม่,ตรากระต่ายบิน,ยา/ทางเดินอาหาร,ปวดท้อง ท้องเสีย ถ่ายเหลว จุกเสียด แน่นท้อง,60.59,15,"{""zone"": ""E"", ""section"": ""3"", ""shelf"": ""6"", ""shelf_level"": ""1""}","{""x"": 91.5, ""y"": 0.5, ""z"": 9.0}"
PRD-6065896C,ยาธาตุน้ำขาว รสชาติใหม่,ตรากระต่ายบิน,ยา/ทางเดินอาหาร,ปวดท้อง ท้องเสีย ถ่ายเหลว จุกเสียด แน่นท้อง,45.59,30,"{""zone"": ""E"", ""section"": ""3"", ""shelf"": ""5"", ""shelf_level"": ""3""}","{""x"": 94.0, ""y"": 2.1, ""z"": 9.0}"
PRD-C3944806,ยาลดกรดในกระเพาะ,อีโน,ยา/ทางเดินอาหาร,กินอิ่มเกินไป กรดไหลย้อน แสบร้อนกลางอก เรอเปรี้ยว จุกคอ,14.02,5,"{""zone"": ""E"", ""section"": ""3"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 83.5, ""y"": 0.5, ""z"": 9.0}"
PRD-BE3C1BCD,ยาลดกรดในกระเพาะ ขนาดใหญ่,อีโน,ยา/ทางเดินอาหาร,กินอิ่มเกินไป กรดไหลย้อน แสบร้อนกลางอก เรอเปรี้ยว จุกคอ,19.89,45,"{""zone"": ""E"", ""section"": ""3"", ""shelf"": ""1"", ""shelf_level"": ""3""}","{""x"": 81.0, ""y"": 2.1, ""z"": 9.0}"
PRD-D1F42A47,ยาลดกรดในกระเพาะ รสชาติใหม่,อีโน,ยา/ทางเดินอาหาร,กินอิ่มเกินไป กรดไหลย้อน แสบร้อนกลางอก เรอเปรี้ยว จุกคอ,14.51,26,"{""zone"": ""E"", ""section"": ""3"", ""shelf"": ""4"", ""shelf_level"": ""3""}","{""x"": 96.5, ""y"": 2.1, ""z"": 9.0}"
PRD-21D28A4F,ยาลดกรดในกระเพาะ แพ็คคู่,อีโน,ยา/ทางเดินอาหาร,กินอิ่มเกินไป กรดไหลย้อน แสบร้อนกลางอก เรอเปรี้ยว จุกคอ,19.79,6,"{""zone"": ""E"", ""section"": ""3"", ""shelf"": ""3"", ""shelf_level"": ""3""}","{""x"": 86.0, ""y"": 2.1, ""z"": 9.0}"
PRD-1AFCF122,ยาแก้ท้องอืด,แอร์เอ็กซ์,ยา/ทางเดินอาหาร,ท้องอืด มีลมในท้องเยอะ เรอไม่ออก อึดอัดท้อง,29.72,31,"{""zone"": ""E"", ""section"": ""3"", ""shelf"": ""4"", ""shelf_level"": ""1""}","{""x"": 96.5, ""y"": 0.5, ""z"": 9.0}"
PRD-C0F97FD0,ยาแก้ท้องอืด แพ็คคู่,แอร์เอ็กซ์,ยา/ทางเดินอาหาร,ท้องอืด มีลมในท้องเยอะ เรอไม่ออก อึดอัดท้อง,31.55,39,"{""zone"": ""E"", ""section"": ""3"", ""shelf"": ""1"", ""shelf_level"": ""3""}","{""x"": 81.0, ""y"": 2.1, ""z"": 9.0}"
